,Major Category,LSOA,Borough,Mean,Standard Deviation,Normalised Deviation
33655,Theft,E01000921,Camden,153.8,113.0,1.36
33415,Theft,E01000672,Bromley,104.5,111.7,0.94
34931,Theft,E01002269,Havering,141.4,111.5,1.27
36827,Theft,E01004277,Tower Hamlets,357.7,111.2,3.22
34763,Theft,E01002093,Haringey,135.1,111.0,1.22
37670,Theft,E01035491,Wandsworth,202.6,110.2,1.84
34067,Theft,E01001348,Ealing,155.3,110.2,1.41
34701,Theft,E01002029,Haringey,246.7,109.4,2.26
36935,Theft,E01004397,Waltham Forest,399.0,109.0,3.66
34046,Theft,E01001327,Ealing,145.4,108.6,1.34
35753,Theft,E01003129,Lambeth,61.5,108.3,0.57
32860,Theft,E01000095,Barking and Dagenham,216.4,108.1,2.0
37305,Theft,E01032640,Southwark,160.8,108.0,1.49
36526,Theft,E01003935,Southwark,215.4,107.5,2.0
36861,Theft,E01004322,Tower Hamlets,280.7,107.5,2.61
35728,Theft,E01003102,Lambeth,254.6,106.7,2.39
37606,Theft,E01034394,Lewisham,352.1,106.4,3.31
37478,Theft,E01033927,Enfield,192.2,106.4,1.81
33672,Theft,E01000939,Camden,248.5,106.4,2.34
33590,Theft,E01000853,Camden,268.2,105.8,2.53
37233,Theft,E01004715,Westminster,248.0,105.7,2.35
35370,Theft,E01002734,Islington,208.2,105.5,1.97
35511,Theft,E01002882,Kensington and Chelsea,134.7,105.5,1.28
34689,Theft,E01002017,Haringey,118.8,105.2,1.13
37682,Theft,E01035641,Hackney,278.7,105.1,2.65
35276,Theft,E01002630,Hounslow,70.9,105.1,0.67
34080,Theft,E01001361,Ealing,303.1,104.9,2.89
33906,Theft,E01001183,Croydon,148.4,104.6,1.42
35518,Theft,E01002889,Kensington and Chelsea,355.8,104.5,3.4
37633,Theft,E01034581,Merton,280.2,104.0,2.69
37138,Theft,E01004609,Wandsworth,332.5,103.8,3.2
34227,Theft,E01001513,Enfield,226.3,103.8,2.18
35434,Theft,E01002801,Islington,222.4,103.6,2.15
33464,Theft,E01000722,Bromley,107.5,103.3,1.04
35485,Theft,E01002856,Kensington and Chelsea,143.0,102.7,1.39
35283,Theft,E01002637,Hounslow,213.3,102.7,2.08
36632,Theft,E01004059,Southwark,102.4,102.7,1.0
33747,Theft,E01001020,Croydon,76.4,102.3,0.75
33419,Theft,E01000677,Bromley,217.8,102.2,2.13
32813,Theft,E01000045,Barking and Dagenham,135.8,102.1,1.33
34939,Theft,E01002277,Havering,133.3,101.9,1.31
