,Borough,LSOA,Major Category,Population,Mean,Standard Deviation,Normalised Deviation
45179,Wandsworth,E01004516,Robbery,1793,35.8,69.3,0.52
20420,Haringey,E01002066,Robbery,5198,53.6,69.2,0.77
46118,Wandsworth,E01004619,Robbery,1339,29.4,69.1,0.43
31507,Lambeth,E01003188,Robbery,1294,41.8,68.9,0.61
5573,Brent,E01000581,Robbery,1477,39.0,68.6,0.57
30912,Lambeth,E01003127,Robbery,2116,56.7,68.5,0.83
14684,Enfield,E01001513,Robbery,3960,53.8,68.4,0.79
20217,Haringey,E01002045,Robbery,2121,51.0,68.3,0.75
46650,Westminster,E01004658,Robbery,3096,106.0,68.2,1.55
27187,Islington,E01002745,Robbery,1443,44.0,68.1,0.65
44149,Waltham Forest,E01004409,Robbery,1786,54.7,67.8,0.81
5480,Brent,E01000571,Robbery,1791,45.0,67.7,0.66
39319,Southwark,E01003960,Robbery,1788,57.6,67.6,0.85
23259,Havering,E01002356,Robbery,4214,83.8,67.3,1.25
9114,Camden,E01000947,Robbery,3312,97.0,67.2,1.44
9382,Camden,E01035709,Robbery,1528,54.3,67.2,0.81
30873,Lambeth,E01003123,Robbery,1621,45.7,66.9,0.68
29850,Lambeth,E01003016,Robbery,2428,59.4,66.9,0.89
20012,Haringey,E01002023,Robbery,1388,23.3,66.8,0.35
46571,Westminster,E01004649,Robbery,1443,55.4,66.8,0.83
18209,Hackney,E01033713,Robbery,2626,57.1,66.7,0.86
40363,Southwark,E01032803,Robbery,1461,35.4,66.7,0.53
39690,Southwark,E01004010,Robbery,2982,91.3,66.6,1.37
20449,Haringey,E01002069,Robbery,4184,86.7,66.6,1.3
20728,Haringey,E01002098,Robbery,1521,38.7,66.6,0.58
46944,Westminster,E01004697,Robbery,1333,40.2,66.4,0.61
26775,Islington,E01002701,Robbery,1458,60.1,66.4,0.91
28413,Kensington and Chelsea,E01002863,Robbery,1109,38.7,66.4,0.58
5211,Brent,E01000543,Robbery,1629,47.7,66.4,0.72
30687,Lambeth,E01003102,Robbery,3542,86.2,66.1,1.3
44630,Waltham Forest,E01004460,Robbery,2009,55.9,66.1,0.85
32684,Lewisham,E01003309,Robbery,1621,41.4,66.0,0.63
30288,Lambeth,E01003061,Robbery,2654,79.1,65.9,1.2
39448,Southwark,E01003981,Robbery,3028,73.6,65.8,1.12
44865,Wandsworth,E01004482,Robbery,1556,23.4,65.8,0.36
9193,Camden,E01000957,Robbery,1287,37.5,65.6,0.57
28014,Kensington and Chelsea,E01002819,Robbery,2212,58.0,65.5,0.89
8339,Camden,E01000862,Robbery,1712,54.3,65.3,0.83
42658,Tower Hamlets,E01004324,Robbery,1627,31.8,65.2,0.49
46905,Westminster,E01004693,Robbery,1206,42.4,65.2,0.65
39070,Southwark,E01003932,Robbery,3068,69.8,65.2,1.07
32154,Lewisham,E01003251,Robbery,1710,45.1,65.2,0.69
37680,Redbridge,E01003789,Robbery,1420,38.9,65.0,0.6
39379,Southwark,E01003972,Robbery,1446,49.2,64.9,0.76
46886,Westminster,E01004691,Robbery,2414,65.3,64.8,1.01
28325,Kensington and Chelsea,E01002854,Robbery,2204,57.4,64.8,0.89
