,LSOA,Major Category,Borough,Population,Mean,Range,Normalised Deviation
42770,E01004734,Miscellaneous Crimes Against Society,Westminster,1699,179.3,0.001,22322.85
47676,E01035716,Miscellaneous Crimes Against Society,Westminster,2201,178.8,0.001,18738.24
