,Major Category,Borough,LSOA,Population,Mean,Normalised Deviation,Inverse Normalised Deviation
19460,Miscellaneous Crimes Against Society,Westminster,E01035716,2201,178.8,18738.24,5e-05
19423,Miscellaneous Crimes Against Society,Westminster,E01004734,1699,179.3,22322.85,4e-05
