,Borough,LSOA,Major Category,Population,Mean,Standard Deviation,Normalised Deviation
3525,Bexley,E01000360,Arson and Criminal Damage,3804,71.8,48.8,1.47
27890,Islington,E01035652,Arson and Criminal Damage,1271,195.8,133.2,1.47
12218,Ealing,E01001261,Arson and Criminal Damage,4588,58.2,40.0,1.46
8851,Camden,E01000918,Arson and Criminal Damage,3610,96.0,65.8,1.46
1370,Barnet,E01000141,Arson and Criminal Damage,3722,75.1,51.3,1.46
35319,Newham,E01003570,Arson and Criminal Damage,3872,54.2,37.0,1.46
5723,Brent,E01000601,Arson and Criminal Damage,2784,107.8,74.2,1.45
44787,Wandsworth,E01004474,Arson and Criminal Damage,3984,50.6,34.9,1.45
46644,Westminster,E01004658,Arson and Criminal Damage,3096,76.2,52.4,1.45
9746,Croydon,E01001010,Arson and Criminal Damage,3430,82.1,56.9,1.44
7628,Bromley,E01000790,Arson and Criminal Damage,4580,79.4,55.0,1.44
40148,Southwark,E01004062,Arson and Criminal Damage,4356,59.8,41.8,1.43
35728,Newham,E01003619,Arson and Criminal Damage,4946,52.1,36.5,1.43
43235,Tower Hamlets,E01035694,Arson and Criminal Damage,4370,46.6,32.7,1.43
11522,Croydon,E01034143,Arson and Criminal Damage,1311,156.1,108.8,1.43
19171,Hammersmith and Fulham,E01001941,Arson and Criminal Damage,1546,157.9,110.1,1.43
11686,Ealing,E01001202,Arson and Criminal Damage,4958,49.2,34.6,1.42
47515,Westminster,E01004762,Arson and Criminal Damage,3158,78.8,55.5,1.42
19525,Haringey,E01001971,Arson and Criminal Damage,1882,137.2,96.5,1.42
10037,Croydon,E01001042,Arson and Criminal Damage,4322,69.0,48.6,1.42
46016,Wandsworth,E01004609,Arson and Criminal Damage,4388,60.7,42.6,1.42
34781,Newham,E01003515,Arson and Criminal Damage,4254,54.9,38.6,1.42
9386,Camden,E01035710,Arson and Criminal Damage,5196,45.2,31.8,1.42
24780,Hillingdon,E01002521,Arson and Criminal Damage,4110,93.0,65.3,1.42
17963,Hackney,E01001839,Arson and Criminal Damage,4772,42.3,29.9,1.41
16789,Greenwich,E01034188,Arson and Criminal Damage,2836,96.4,68.4,1.41
26543,Hounslow,E01033084,Arson and Criminal Damage,3918,53.9,38.2,1.41
7619,Bromley,E01000789,Arson and Criminal Damage,3690,66.5,47.3,1.41
17038,Hackney,E01001731,Arson and Criminal Damage,5330,37.6,26.6,1.41
15210,Enfield,E01032574,Arson and Criminal Damage,4194,55.7,39.5,1.41
18144,Hackney,E01033706,Arson and Criminal Damage,1427,177.3,126.0,1.41
23690,Hillingdon,E01002397,Arson and Criminal Damage,3908,58.7,41.5,1.41
8234,Camden,E01000850,Arson and Criminal Damage,2822,73.4,51.9,1.41
8148,Bromley,E01034386,Arson and Criminal Damage,2448,126.9,89.7,1.41
20082,Haringey,E01002031,Arson and Criminal Damage,1873,159.5,112.9,1.41
42522,Tower Hamlets,E01004307,Arson and Criminal Damage,4770,51.9,36.9,1.41
28104,Kensington and Chelsea,E01002831,Arson and Criminal Damage,3496,59.6,42.3,1.41
39353,Southwark,E01003969,Arson and Criminal Damage,4776,44.5,31.8,1.4
17284,Hackney,E01001760,Arson and Criminal Damage,3850,58.5,41.9,1.4
16544,Greenwich,E01033737,Arson and Criminal Damage,1893,128.6,92.3,1.39
17876,Hackney,E01001830,Arson and Criminal Damage,3834,66.3,47.8,1.39
14628,Enfield,E01001507,Arson and Criminal Damage,5170,45.4,32.6,1.39
6982,Bromley,E01000719,Arson and Criminal Damage,2113,106.6,76.5,1.39
39432,Southwark,E01003980,Arson and Criminal Damage,4026,40.8,29.4,1.39
38907,Southwark,E01003913,Arson and Criminal Damage,4150,70.0,50.5,1.39
16873,Greenwich,E01034198,Arson and Criminal Damage,4670,49.5,36.0,1.38
15360,Greenwich,E01001578,Arson and Criminal Damage,4664,39.7,28.8,1.38
30622,Lambeth,E01003096,Arson and Criminal Damage,4196,64.6,46.8,1.38
26720,Islington,E01002696,Arson and Criminal Damage,1788,122.4,88.8,1.38
12895,Ealing,E01001333,Arson and Criminal Damage,4928,41.5,30.0,1.38
22253,Havering,E01002248,Arson and Criminal Damage,3536,63.0,45.8,1.38
34238,Merton,E01003456,Arson and Criminal Damage,3220,77.3,55.9,1.38
18084,Hackney,E01033699,Arson and Criminal Damage,1409,190.0,137.4,1.38
7176,Bromley,E01000739,Arson and Criminal Damage,1702,129.3,93.6,1.38
20553,Haringey,E01002081,Arson and Criminal Damage,3954,62.6,45.2,1.38
2369,Barnet,E01000250,Arson and Criminal Damage,5222,36.3,26.4,1.38
11580,Croydon,E01034149,Arson and Criminal Damage,4222,69.2,50.5,1.37
18094,Hackney,E01033700,Arson and Criminal Damage,4994,39.2,28.7,1.37
41493,Sutton,E01004178,Arson and Criminal Damage,2405,92.9,68.0,1.37
6992,Bromley,E01000720,Arson and Criminal Damage,3598,74.1,53.9,1.37
1258,Barnet,E01000129,Arson and Criminal Damage,1589,130.3,95.3,1.37
46095,Wandsworth,E01004617,Arson and Criminal Damage,3830,64.7,47.1,1.37
44249,Waltham Forest,E01004420,Arson and Criminal Damage,2237,98.3,71.6,1.37
34654,Newham,E01003499,Arson and Criminal Damage,4884,51.9,38.1,1.36
9,Barking and Dagenham,E01000007,Arson and Criminal Damage,5682,43.1,31.6,1.36
28814,Kensington and Chelsea,E01002906,Arson and Criminal Damage,3570,68.7,50.6,1.36
15797,Greenwich,E01001631,Arson and Criminal Damage,4156,40.5,29.7,1.36
47417,Westminster,E01004750,Arson and Criminal Damage,1634,132.5,97.6,1.36
27076,Islington,E01002734,Arson and Criminal Damage,2363,94.1,69.3,1.36
41756,Tower Hamlets,E01004203,Arson and Criminal Damage,3632,54.3,39.9,1.36
20414,Haringey,E01002066,Arson and Criminal Damage,5198,39.5,29.0,1.36
5446,Brent,E01000568,Arson and Criminal Damage,4438,60.3,44.4,1.36
9197,Camden,E01000958,Arson and Criminal Damage,5962,47.0,34.6,1.36
6459,Bromley,E01000661,Arson and Criminal Damage,5668,41.8,30.9,1.35
25767,Hounslow,E01002612,Arson and Criminal Damage,4220,52.8,39.2,1.35
40976,Sutton,E01004123,Arson and Criminal Damage,4592,53.4,39.6,1.35
5024,Brent,E01000521,Arson and Criminal Damage,4582,44.0,32.5,1.35
813,Barking and Dagenham,E01000095,Arson and Criminal Damage,4458,52.9,39.3,1.35
911,Barking and Dagenham,E01000105,Arson and Criminal Damage,4606,48.7,36.2,1.35
7712,Bromley,E01000799,Arson and Criminal Damage,3626,71.4,53.0,1.35
12934,Ealing,E01001337,Arson and Criminal Damage,4210,49.0,36.2,1.35
46177,Wandsworth,E01004626,Arson and Criminal Damage,3708,66.9,49.6,1.35
3545,Bexley,E01000362,Arson and Criminal Damage,1904,120.2,89.0,1.35
1418,Barnet,E01000146,Arson and Criminal Damage,3718,63.4,46.9,1.35
9356,Camden,E01035707,Arson and Criminal Damage,4926,45.9,33.9,1.35
18704,Hammersmith and Fulham,E01001890,Arson and Criminal Damage,3364,68.5,50.9,1.35
10702,Croydon,E01001115,Arson and Criminal Damage,3666,62.9,46.5,1.35
11245,Croydon,E01001172,Arson and Criminal Damage,4436,52.0,38.4,1.35
30027,Lambeth,E01003035,Arson and Criminal Damage,3342,63.5,47.3,1.34
3299,Bexley,E01000335,Arson and Criminal Damage,5482,35.4,26.4,1.34
22562,Havering,E01002282,Arson and Criminal Damage,3914,62.8,47.0,1.34
46469,Wandsworth,E01035493,Arson and Criminal Damage,1654,166.4,123.9,1.34
44574,Waltham Forest,E01004455,Arson and Criminal Damage,1799,109.2,81.6,1.34
35202,Newham,E01003558,Arson and Criminal Damage,3420,52.1,38.8,1.34
41559,Sutton,E01004185,Arson and Criminal Damage,4264,42.8,32.0,1.34
29344,Kingston upon Thames,E01002964,Arson and Criminal Damage,2510,73.6,55.0,1.34
7002,Bromley,E01000721,Arson and Criminal Damage,1602,159.7,120.1,1.33
1831,Barnet,E01000193,Arson and Criminal Damage,3870,40.0,30.0,1.33
30837,Lambeth,E01003120,Arson and Criminal Damage,2389,97.0,72.8,1.33
37494,Redbridge,E01003770,Arson and Criminal Damage,5728,73.4,55.1,1.33
21511,Harrow,E01002179,Arson and Criminal Damage,2608,76.0,57.0,1.33
43021,Tower Hamlets,E01035672,Arson and Criminal Damage,6024,26.8,20.1,1.33
3075,Barnet,E01033913,Arson and Criminal Damage,3050,64.8,48.9,1.33
13734,Enfield,E01001412,Arson and Criminal Damage,3562,53.3,40.2,1.33
6005,Brent,E01000631,Arson and Criminal Damage,4132,53.2,39.9,1.33
25284,Hounslow,E01002559,Arson and Criminal Damage,5148,40.0,30.1,1.33
11305,Croydon,E01001178,Arson and Criminal Damage,3226,80.8,60.8,1.33
5225,Brent,E01000545,Arson and Criminal Damage,3828,49.5,37.4,1.32
36170,Newham,E01034220,Arson and Criminal Damage,2376,103.0,78.2,1.32
6144,Brent,E01033456,Arson and Criminal Damage,5272,32.6,24.7,1.32
