,Borough,LSOA,Major Category,Population,Mean,Standard Deviation,Normalised Deviation
37626,Redbridge,E01003783,Violence Against the Person,5098,238.7,99.0,2.41
47102,Westminster,E01004714,Violence Against the Person,3334,367.5,153.4,2.4
36758,Redbridge,E01003689,Violence Against the Person,4460,329.1,137.4,2.4
33196,Lewisham,E01033327,Violence Against the Person,4338,341.4,142.3,2.4
21078,Harrow,E01002130,Violence Against the Person,5846,197.2,82.4,2.39
12122,Ealing,E01001249,Violence Against the Person,7224,109.2,45.7,2.39
26807,Islington,E01002704,Violence Against the Person,4682,283.3,119.0,2.38
19613,Haringey,E01001979,Violence Against the Person,4530,218.3,91.8,2.38
21520,Harrow,E01002179,Violence Against the Person,5216,147.5,62.0,2.38
16348,Greenwich,E01001696,Violence Against the Person,5138,192.2,80.7,2.38
11551,Croydon,E01034145,Violence Against the Person,2660,438.7,185.2,2.37
21068,Harrow,E01002129,Violence Against the Person,5382,219.5,92.6,2.37
23699,Hillingdon,E01002397,Violence Against the Person,3908,223.7,94.3,2.37
13233,Ealing,E01001367,Violence Against the Person,5400,178.1,75.4,2.36
27085,Islington,E01002734,Violence Against the Person,4726,230.3,98.2,2.35
10046,Croydon,E01001042,Violence Against the Person,4322,230.6,98.0,2.35
16553,Greenwich,E01033737,Violence Against the Person,3786,267.2,114.4,2.34
8861,Camden,E01000918,Violence Against the Person,3610,269.3,114.9,2.34
30231,Lambeth,E01003055,Violence Against the Person,3236,314.7,135.0,2.33
47544,Westminster,E01004765,Violence Against the Person,3724,348.8,149.9,2.33
24111,Hillingdon,E01002444,Violence Against the Person,3806,669.1,288.6,2.32
10546,Croydon,E01001097,Violence Against the Person,4838,185.1,79.8,2.32
7721,Bromley,E01000799,Violence Against the Person,3626,210.6,90.8,2.32
3534,Bexley,E01000360,Violence Against the Person,3804,303.4,130.6,2.32
6113,Brent,E01000642,Violence Against the Person,4424,157.7,68.3,2.31
26542,Hounslow,E01033083,Violence Against the Person,4356,324.4,140.6,2.31
39055,Southwark,E01003929,Violence Against the Person,3962,226.1,97.9,2.31
27643,Islington,E01002794,Violence Against the Person,4056,254.7,110.4,2.31
19603,Haringey,E01001978,Violence Against the Person,3862,151.1,65.3,2.31
1267,Barnet,E01000129,Violence Against the Person,4767,142.6,61.9,2.3
39362,Southwark,E01003969,Violence Against the Person,4776,173.8,75.7,2.3
29353,Kingston upon Thames,E01002964,Violence Against the Person,7530,135.9,59.3,2.29
