,DataOriginal,DataLog,Linear,DataLinear,MonthlyAverage,DataSeasons,DataNormalised,ModelledNormalised,ResidualsNormalised,ModelledSeasons,ResidualsSeasons,ModelledLinear,ResidualsLinear,ModelledLog,ResidualsLog,ModelledOriginal,ResidualsOriginal,Purpose
2010-04-01,470.8652,6.156693458557129,5.990414299517783,0.16627915903934554,0.07169353493253716,0.09458562410680837,0.3788186523712656,0.3788186523712656,0.0,0.09458562410680837,0.0,0.16627915903934554,0.0,6.156693458557129,0.0,482.6469931741151,-11.78178931669322,Train
2010-05-01,382.57797,5.949542999267578,5.99039687274984,-0.04085387348226188,4.313155114803951e-05,-0.04089700503340992,-0.16379390080761802,-0.16379390080761802,0.0,-0.04089700503340992,0.0,-0.04085387348226188,0.0,5.949542999267578,0.0,392.1553507828501,-9.577378370740746,Train
2010-06-01,412.00705,6.023464679718018,5.990379445981897,0.033085233736120934,-0.03962500890096058,0.0727102426370815,0.2912070030670158,0.2912070030670158,0.0,0.0727102426370815,0.0,0.03308523373612093,6.938893903907228e-18,6.023464679718018,0.0,422.3192018726719,-10.312152312125022,Train
2010-07-01,470.8652,6.156693458557129,5.990362019213952,0.1663314393431765,0.016482507876884336,0.1498489314662922,0.6001500842584058,0.6001500842584058,0.0,0.1498489314662922,0.0,0.1663314393431765,0.0,6.156693458557129,0.0,482.6469931741151,-11.78178931669322,Train
2010-08-01,412.00705,6.023464679718018,5.990344592446009,0.03312008727200855,0.07441387380294964,-0.041293786530941096,-0.16538302424577264,-0.16538302424577264,0.0,-0.041293786530941096,0.0,0.03312008727200855,0.0,6.023464679718018,0.0,422.3192018726719,-10.312152312125022,Train
2010-09-01,294.29077,5.687960624694824,5.990327165678066,-0.30236654098324145,-0.21632779347598052,-0.08603874750726093,-0.34458811991986515,3.1581699350492823e-07,-0.34458843573685866,7.885500687335105e-08,-0.0860388263622678,-0.21632771462097364,-0.08603882636226781,5.773999451057092,-0.08603882636226778,328.8576771813231,-34.56690569694808,Train
2010-10-01,206.00352,5.332736015319824,5.990309738910122,-0.6575737235902981,-0.17794929416775385,-0.47962442942254424,-1.920912207472627,-1.944851213862017e-07,-1.9209120129875057,-4.856016584284584e-08,-0.4796243808623784,-0.17794934272791968,-0.4796243808623784,5.812360396182203,-0.47962438086237835,341.75716589636744,-135.753641116094,Train
2010-11-01,470.8652,6.156693458557129,5.990292312142178,0.16640114641495085,0.15815482302606265,0.0082463233888882,0.033026806586048785,2.297928971584577e-07,0.03302657679315163,5.7376014774565184e-08,0.008246266012873425,0.15815488040207742,0.008246266012873427,6.148447192544255,0.008246266012873704,478.6751105201515,-7.809906662729645,Train
2010-12-01,647.4397,6.474568843841553,5.990274885374235,0.48429395846731804,0.26505929231643655,0.2192346661508815,0.8780423195237256,6.573156023903863e-07,0.8780416622081232,1.641223474619055e-07,0.21923450202853403,0.265059456438784,0.21923450202853406,6.255334341813018,0.21923450202853445,532.7866199095608,114.65307735606416,Train
2011-01-01,441.43613,6.092296123504639,5.990257458606291,0.10203866489834734,0.02786137894689844,0.0741772859514489,0.2970825616052919,-2.7371021227886e-07,0.29708283531550417,-6.834154307993225e-08,0.07417735429299198,0.02786131060535536,0.07417735429299198,6.018118769211647,0.07417735429299199,420.0622135078963,21.3739132010881,Train
2011-02-01,412.00705,6.023464679718018,5.990240031838348,0.03322464787966961,-0.2207728180110492,0.2539974658907188,1.0172685187950528,6.924751728001293e-07,1.01726782631988,1.7290119161257192e-07,0.2539972929895272,-0.22077264510985758,0.2539972929895272,5.769467386728491,0.2539972929895269,327.36612343082083,84.64092612972604,Train
2011-03-01,735.72687,6.602217197418213,5.990222605070405,0.6119945923478083,0.025595970031613624,0.5863986223161947,2.3485464937815834,-1.1682810393172236e-06,2.348547662062623,-2.9170314223435005e-07,0.5863989140193369,0.02559567832847139,0.5863989140193369,6.015818283398876,0.5863989140193366,419.09467918562007,316.6321884901612,Train
