,DataOriginal,DataLog,Linear,DataLinear,MonthlyAverage,DataSeasons,DataRolled,DataNormalised,ConfLowerNormalised,ConfUpperNormalised,ModelledNormalised,ResidualsNormalised,ModelledSeasons,ResidualsSeasons,ModelledLinear,ResidualsLinear,ModelledLog,ResidualsLog,ModelledOriginal,ResidualsOriginal,ConfLowerSeasons,ConfUpperSeasons,ConfLowerLinear,ConfUpperLinear,ConfLowerLog,ConfUpperLog,ConfLowerOriginal,ConfUpperOriginal,Purpose
2017-06-01,1118.3049,7.020462989807129,6.68075470956037,0.33970828024675903,-0.03965902328491241,0.3793673035316714,0.16213368362498562,2.438967233769451,1.0892818611879185,2.8633854209923895,1.976333641090154,0.4626335926792968,0.13113076625903283,0.24823653727263859,0.09147174297412042,0.2482365372726386,6.772226452534491,0.24823653727263828,899.4727104630156,218.83222117760943,0.07168589786467366,0.19057563465339197,0.03202687457976126,0.15091661136847956,6.7127815841401315,6.83167132092885,847.5041629348683,954.6241886710121,Train
2017-07-01,588.58154,6.37941312789917,6.680737213619102,-0.30132408571993174,0.016533068807072542,-0.3178571545270043,0.15617321588669025,2.3500235846519355,1.0804501350457145,2.8545536948501855,1.96750191494795,0.3825216697039855,0.13053891715832283,-0.44839607168532714,0.14707198596539536,-0.44839607168532714,6.827809199584497,-0.4483960716853268,950.940569964712,-362.35902699596204,0.07109404876396366,0.189983785552682,0.08762711757103621,0.20651685435975453,6.768364331190138,6.887254067978856,896.0016826676775,1009.2443130872782,Train
2017-08-01,1177.1631,7.071712017059326,6.680719717677833,0.3909922993814936,0.07449920705519879,0.3164930923262948,0.12055980041911085,1.8185909407214487,0.712359018884617,2.486462578689088,1.5994107987868524,0.21918014193459623,0.10587166722648593,0.21062142509980886,0.18037087428168472,0.21062142509980888,6.861090591959517,0.2106214250998093,983.1555843300814,194.0075016074186,0.04642679883212677,0.1653165356208451,0.12092600588732555,0.23981574267604389,6.801645723565158,6.920535460353877,926.3574874360056,1043.4324085267308,Train
2017-09-01,706.29785,6.5614519119262695,6.680702221736564,-0.11925030981029483,-0.21661469933732602,0.09736438952703119,0.13435261540120796,2.0244109115650963,0.9573045956400439,2.731408155444515,1.8443563755422794,0.18005453602281696,0.12228644469935403,-0.024922055172322835,-0.094328254637972,-0.024922055172322835,6.586373967098592,-0.02492205517232282,746.7490102332414,-40.45115867074139,0.06284157630499486,0.1817313130937132,-0.15377312303233115,-0.03488338624361281,6.526929098704233,6.6458188354929515,703.5945320065218,792.5465816240775,Train
2017-10-01,941.7304,6.848780155181885,6.680684725795295,0.1680954293865895,-0.1781989375574341,0.3462943669440236,0.12380625311676957,1.8670353518474367,0.7036138104903045,2.4777173702947755,1.59066559039254,0.2763697614548968,0.10528561602422304,0.24100875091980056,-0.07291332153321106,0.24100875091980056,6.607771404262084,0.2410087509198009,762.921328741247,178.8090789735968,0.04584074762986387,0.1647304844185822,-0.13235818992757023,-0.013468453138851894,6.548326535867725,6.667216272656443,718.8335052912264,809.7094101846403,Train
2017-11-01,1000.58856,6.9093427658081055,6.680667229854026,0.2286755359540793,0.15836640994633466,0.07030912600774464,0.05902512049581438,0.9003544499017616,-0.19842623445623375,1.5756773253482372,0.6886255454460017,0.21172890445575987,0.04483632436709048,0.025472801640654158,0.20320273431342514,0.025472801640654158,6.8838699641674514,0.02547280164065402,1005.8313196760934,-5.242757664374608,-0.014608544027268685,0.10428119276144963,0.14375786591906597,0.2626476027077843,6.824425095773092,6.943314832561811,947.7245489972685,1067.4969703293957,Train
2017-12-01,1118.3049,7.020462989807129,6.680649733912758,0.33981325589437095,0.2653807401657101,0.07443251572866083,0.020971717248367147,0.33251167400306536,-0.6302380232067976,1.1438655365976733,0.25681375669543793,0.07569791730762743,0.015898898689145118,0.05853361703951571,0.28127963885485524,0.058533617039515706,6.961929372767613,0.058533617039516095,1087.5728218270883,30.73210981353668,-0.04354596970521405,0.07534376708350426,0.22183477046049607,0.3407245072492144,6.902484504373254,7.021374241161972,1024.7485432324802,1154.2449147880666,Train
2018-01-01,765.15594,6.641385555267334,6.680632237971489,-0.03924668270415488,0.02794030506526146,-0.06718698776941634,0.03474810482912389,0.5380865108933248,-0.5253184019721688,1.2487851578323022,0.3617333779300667,0.1763531329632581,0.02292997987018498,-0.09011696763960132,0.050870284935446444,-0.09011696763960132,6.731502522906935,-0.09011696763960142,863.5385787705787,-98.38263394635999,-0.03651488852417419,0.08237484826454414,-0.008574583458912731,0.1103151533298056,6.672057654512576,6.7909473913012945,813.6438804652257,916.4891901916855,Train
2018-02-01,588.58154,6.37941312789917,6.68061474203022,-0.30120161413104984,-0.22107255063226394,-0.0801290634987859,-0.0063520325827828164,-0.07522042425867345,-1.232767314559994,0.541336245244477,-0.34571553465775856,0.27049511039908514,-0.024478985939173623,-0.05565007755961228,-0.24555153657143758,-0.055650077559612265,6.435063205458782,-0.05565007755961204,641.7504923874264,-53.16894941867645,-0.08392385433353279,0.03496588245518554,-0.3049964049657967,-0.1861066681770784,6.375618337064423,6.494508073853141,604.6557430138441,681.117193190449,Train
2018-03-01,1000.58856,6.9093427658081055,6.680597246088952,0.2287455197191539,0.02561167475923065,0.20313384495992326,-0.0011729959606675783,0.0020625065966688783,-1.0586930004993156,0.7154105593051554,-0.1716412205970801,0.17370372719374896,-0.012813573699861237,0.2159474186597845,0.012798101059369415,0.2159474186597845,6.693395347148321,0.21594741865978406,831.21327981269,169.3752821990288,-0.0722584420942204,0.04663129469449793,-0.04664676733498975,0.07224296945372857,6.633950478753961,6.7528402155426805,783.1841559059105,882.1840555315839,Train
2018-04-01,588.58154,6.37941312789917,6.6805797501476825,-0.30116662224851254,0.0717784855276726,-0.37294510777618517,-0.04989399300034613,-0.7249648770952,-1.7636202169295503,0.010483342874920809,-0.8765684370273147,0.15160355993211472,-0.06005355061858816,-0.31289155715759703,0.011724934909084446,-0.312891557157597,6.692304685056767,-0.312891557157597,830.306111133481,-241.72456816473095,-0.11949841901294733,-0.0006086822242289895,-0.04771993348527473,0.07116980330344361,6.632859816662408,6.751749553451126,782.3293422154472,881.2213252644879,Train
2018-05-01,765.15594,6.641385555267334,6.680562254206414,-0.03917669893908027,4.3433251167969265e-05,-0.03922013219024824,-0.03691074455940066,-0.5312254686394406,-1.3162718258046873,0.4578317339997837,-0.4292200459024518,-0.10200542273698887,-0.030074955412143015,-0.009145176778105224,-0.030031522160975044,-0.009145176778105224,6.650530732045439,-0.009145176778105224,796.2945140268669,-31.138569202648114,-0.08951982380650218,0.02936991298221615,-0.08947639055533421,0.02941334623338412,6.59108586365108,6.709975600439798,750.280640019701,845.1266113295135,Train
