,DataOriginal,DataLog,Linear,DataLinear,MonthlyAverage,DataSeasons,DataRolled,DataNormalised,ConfLowerNormalised,ConfUpperNormalised,ModelledNormalised,ResidualsNormalised,ModelledSeasons,ResidualsSeasons,ModelledLinear,ResidualsLinear,ModelledLog,ResidualsLog,ModelledOriginal,ResidualsOriginal,ConfLowerSeasons,ConfUpperSeasons,ConfLowerLinear,ConfUpperLinear,ConfLowerLog,ConfUpperLog,ConfLowerOriginal,ConfUpperOriginal,Purpose
2010-04-01,2704.53,7.903053283691406,7.414959636389041,0.4880936473023656,0.029384742817196125,0.4587089044851695,0.0818090511830859,0.34225008723320355,0.0,0.0,0.34225008723320355,0.0,0.0818090511830859,0.3768998533020836,0.11119379400028202,0.3768998533020836,7.526153430389322,0.376899853302084,1929.9809588794262,774.5490704174488,0.0012264137477177087,0.0012264137477177087,0.030611156564913835,0.030611156564913835,7.445570792953954,7.445570792953954,1780.4818272646178,1780.4818272646178,Train
2010-05-01,2366.4639,7.7695746421813965,7.4154057678577665,0.35416887432363,0.03449165821075425,0.31967721611287575,0.10400160034909438,0.43650614697169865,0.0,0.0,0.43650614697169865,0.0,0.10400160034909438,0.21567561576378136,0.13849325855984862,0.21567561576378136,7.553899026417615,0.21567561576378136,1984.3073504851595,382.15651670234047,0.0012264137477177087,0.0012264137477177087,0.03571807195847196,0.03571807195847196,7.451123839816239,7.451123839816239,1790.4019974288387,1790.4019974288387,Train
2010-06-01,1555.1049,7.349941253662109,7.415851899326493,-0.06591064566438387,0.04583206709135249,-0.11174271275573636,0.0989772096154576,0.4151665852297527,0.0,0.0,0.4151665852297527,0.0,0.0989772096154576,-0.21071992237119397,0.1448092767068101,-0.21071992237119397,7.560661176033303,-0.21071992237119375,1997.777789052941,-442.6729306545035,0.0012264137477177087,0.0012264137477177087,0.0470584808390702,0.0470584808390702,7.462910380165564,7.462910380165564,1811.6413527276557,1811.6413527276557,Train
2010-07-01,1419.8783,7.259030342102051,7.416298030795219,-0.15726768869316832,-2.9796163225303086e-05,-0.15723789252994302,0.06229308592675615,0.2593619983843341,0.0,0.0,0.2593619983843341,0.0,0.06229308592675614,-0.21953097845669917,0.06226328976353084,-0.21953097845669917,7.47856132055875,-0.21953097845669944,1840.234062238628,-420.3557663401905,0.0012264137477177087,0.0012264137477177087,0.0011966175844924055,0.0011966175844924055,7.417494648379711,7.417494648379711,1731.1603048693514,1731.1603048693514,Train
2010-08-01,2231.2373,7.71075963973999,7.416744162263946,0.2940154774760444,0.1440012230250086,0.1500142544510358,0.06160951759713292,0.2564587511354333,-0.29999870856278305,0.30000129143721693,1.2914372169619333e-06,0.2564574596982164,0.0012267178160610254,0.1487875366349748,0.1452279408410696,0.1487875366349748,7.561972103105015,0.14878753663497513,2000.3997591972743,230.8375454902257,-0.06940815455473302,0.07186159018685506,0.07459306847027557,0.21586281321186365,7.491337230734222,7.6326069754758095,1863.9084118947487,2146.8808131093247,Train
2010-09-01,1555.1049,7.349941253662109,7.417190293732672,-0.06724904007056232,0.10131642259432395,-0.16856546266488626,0.07581168626564735,0.3167781154600161,-0.2999985313587629,0.30000146864123706,1.4686412370793274e-06,0.31677664681877904,0.001226759538672174,-0.16979222220355844,0.10254318213299612,-0.16979222220355844,7.519733475865668,-0.16979222220355883,1917.6238573944734,-362.51899899603586,-0.06940811283212188,0.0718616319094662,0.031908309762202075,0.17317805450379015,7.449098603494874,7.590368348236462,1786.7776563498717,2058.0466007272007,Train
2010-10-01,2434.0771,7.797733783721924,7.417636425201398,0.3800973585205254,0.14294046317538012,0.23715689534514528,0.03176127006880763,0.12968745591044092,-0.299998538529323,0.30000146147067697,1.4614706769784821e-06,0.12968599443976395,0.0012267578503668487,0.23593013749477842,0.14416722102574697,0.23593013749477842,7.561803646227146,0.23593013749477798,2000.0626380384579,434.01451039904214,-0.0694081145204272,0.07186163022116089,0.07353234865495292,0.214802093396541,7.4911687738563515,7.632438518597939,1863.5942817056055,2146.5190182877795,Train
2010-11-01,1690.3313,7.433271408081055,7.418082556670124,0.015188851410930404,-0.048617623069069686,0.0638064744800001,-0.019065959287502734,-0.08618564324161315,-0.29999874647796543,0.30000125352203455,1.253522034588288e-06,-0.08618689676364774,0.0012267088889474657,0.06257976559105263,-0.04739091418012222,0.06257976559105263,7.370691642490002,0.06257976559105227,1651.9579083838562,38.37339044426881,-0.06940816348184659,0.0718615812597415,-0.11802578655091628,0.023243958190671814,7.300056770119208,7.441326514860796,1539.2295786671732,1772.936746009696,Train
2010-12-01,1284.6517,7.159020900726318,7.418528688138851,-0.25950778741253266,-0.028327883829677235,-0.23117990358285542,-0.0006088543165776602,-0.007794739351950234,-0.29999888160902044,0.30000111839097954,1.1183909795327913e-06,-0.007795857742929767,0.0012266770723980418,-0.23240658065525346,-0.027101206757279193,-0.23240658065525346,7.391427481381572,-0.23240658065525377,1686.591211619038,-401.93947822060045,-0.06940819529839601,0.07186154944319208,-0.09773607912807325,0.04353366561351484,7.320792609010778,7.462062353752366,1571.5009618519584,1810.104836578109,Train
2011-01-01,1419.8783,7.259030342102051,7.418974819607577,-0.1599444775055261,-0.21540188013604997,0.05545740263052387,0.014179298258091987,0.055013412252147044,-0.2999989592782563,0.30000104072174366,1.0407217436957419e-06,0.05501237153040335,0.0012266587852095068,0.054230743845314365,-0.21417522135084047,0.05423074384531437,7.204799598256736,0.05423074384531468,1399.2829320282349,20.59536387020262,-0.06940821358558455,0.07186153115600354,-0.2848100937216345,-0.14354034898004642,7.134164725885943,7.2754344706275305,1303.7865160229076,1501.768664184423,Train
