,DataOriginal,DataLog,Linear,DataLinear,MonthlyAverage,DataSeasons,DataNormalised,Purpose,ModelledNormalised,ResidualsNormalised,ModelledSeasons,ResidualsSeasons,ModelledLinear,ResidualsLinear,ModelledLog,ResidualsLog,ModelledOriginal,ResidualsOriginal
2010-04-01,1352.265,7.210275650024414,6.6002885255309724,0.6099871244934416,0.10300063168768246,0.5069864928057591,1.6291033197456242,Train,1.6291033197456242,0.0,0.5069864928057591,0.0,0.6099871244934416,0.0,7.210275650024414,0.0,1404.9825205580007,-52.717505909563215
2010-05-01,1183.2319,7.076849937438965,6.60353463933931,0.47331529809965467,0.07941720115435578,0.39389809694529887,1.2657155693118707,Train,1.2657155693118707,0.0,0.39389809694529887,0.0,0.47331529809965467,0.0,7.076849937438965,0.0,1229.3647236100353,-46.1327900162853
2010-06-01,777.5524,6.657436370849609,6.606780753147647,0.05065561770196236,0.03950368740976619,0.011151930292196174,0.035834577288332434,Train,0.035834577288332434,0.0,0.011151930292196174,0.0,0.05065561770196236,0.0,6.657436370849609,0.0,807.8814449034905,-30.329015704271796
2010-07-01,709.93915,6.566586971282959,6.610026866955985,-0.04343989567302575,0.0010169234244268052,-0.044456819097452555,-0.14285341444932456,Train,-0.14285341444932456,0.0,-0.044456819097452555,0.0,-0.04343989567302575,0.0,6.566586971282959,0.0,737.6343154868009,-27.695167537582165
2010-08-01,1115.6187,7.018060207366943,6.6132729807643225,0.4047872266026209,0.10789439097256172,0.2968928356300592,0.9540078700260929,Train,0.9540078700260929,0.0,0.2968928356300592,0.0,0.4047872266026209,0.0,7.018060207366943,0.0,1159.1170655665203,-43.498413222770296
2010-09-01,777.5524,6.657436370849609,6.61651909457266,0.04091727627694919,0.018511496559472707,0.02240577971747648,0.0719966520552152,Train,0.0719966520552152,0.0,0.02240577971747648,0.0,0.04091727627694919,0.0,6.657436370849609,0.0,807.8814449034905,-30.329015704271796
2010-10-01,1217.0386,7.104997158050537,6.619765208380997,0.4852319496695401,0.19912175081601557,0.2861101988535245,0.9193599462302335,Train,0.3937056064605713,0.5256543397696622,0.12252349019126453,0.16358670866226,0.3216452410072801,0.16358670866226,6.941410449388277,0.16358670866226,1073.5168950755537,143.52167914319625
2010-11-01,845.16565,6.740715026855469,6.623011322189335,0.117703704666134,-0.08784789614585575,0.20555160081198975,0.6605004275530788,Train,0.32584887742996216,0.33465155012311665,0.10140607876160088,0.10414552205038888,0.013558182615745124,0.10414552205038888,6.63656950480508,0.10414552205038863,791.1775096429152,53.9881397711473
2010-12-01,642.32587,6.466651439666748,6.6262574359976725,-0.15960599633092443,-0.04236077554867579,-0.11724522078224864,-0.376744905655404,Train,0.29344648122787476,-0.6701913868832787,0.09132226332160531,-0.20856748410385395,0.048961487772929524,-0.20856748410385395,6.675218923770602,-0.20856748410385428,822.3940753850732,-180.06820868585442
2011-01-01,709.93915,6.566586971282959,6.629503549806009,-0.06291657852305033,-0.15402481757585473,0.09110823905280441,0.29275875551573577,Train,0.29334282875061035,-0.0005840732348745825,0.0912900060637126,-0.00018176701090819036,-0.06273481151214214,-0.00018176701090819036,6.5667687382938675,-0.00018176701090855119,737.7685870411814,-27.829439091962627
2011-02-01,912.77893,6.817588806152344,6.632749663614347,0.18483914253799671,-0.07949467816077294,0.26433382069876965,0.8493857547135789,Train,0.30954650044441223,0.5398392542691667,0.09633268358026159,0.16800113711850806,0.016838005419488655,0.16800113711850806,6.649587669033836,0.16800113711850795,801.5576249899098,111.22130567415275
2011-03-01,743.7458,6.613042831420898,6.635995777422685,-0.022952946001786323,-0.06379509799938399,0.040842151997597664,0.13123837883060444,Train,0.28079044818878174,-0.1495520693581773,0.08738363172865915,-0.046541479731061486,0.023588533729275163,-0.046541479731061486,6.65958431115196,-0.046541479731061486,809.6207412424662,-65.87495266824749
2011-04-01,676.1325,6.517867088317871,6.639241891231022,-0.1213748029131505,0.10300063168768246,-0.22437543460083298,-0.7209871871628528,Train,0.3041924238204956,-1.0251796109833484,0.0946664635825044,-0.3190418981833374,0.19766709527018686,-0.3190418981833374,6.836908986501208,-0.31904189818333695,966.8963225479049,-290.76381522368615
2011-05-01,946.5855,6.853917121887207,6.642488005039359,0.2114291168478477,0.07941720115435578,0.1320119156934919,0.4241948319215737,Train,0.17241640388965607,0.25177842803191763,0.053656994526195566,0.07835492116729634,0.13307419568055134,0.07835492116729637,6.775562200719911,0.07835492116729625,909.3036188520678,37.28189140183849
2011-06-01,878.9723,6.779890537261963,6.645734118847697,0.13415641841426584,0.03950368740976619,0.09465273100449965,0.30414829682947386,Train,0.1268680989742279,0.17728019785524596,0.039482095314814676,0.05517063568968498,0.07898578272458087,0.05517063568968497,6.724719901572278,0.05517063568968528,864.1785413392798,14.793748699782668
2011-07-01,1014.1988,6.922839641571045,6.648980232656035,0.27385940891501015,0.0010169234244268052,0.2728424854905833,0.8767267080834296,Train,0.19023850560188293,0.6864882024815466,0.059203336941678626,0.2136391485489047,0.06022026036610543,0.21363914854890473,6.7092004930221405,0.21363914854890442,850.8551351921202,163.34365631178605
2011-08-01,743.7458,6.613042831420898,6.652226346464372,-0.03918351504347317,0.10789439097256172,-0.14707790601603488,-0.47260648627133506,Train,0.22565500438213348,-0.6982614906534685,0.07022515875397618,-0.21730306477001105,0.1781195497265379,-0.21730306477001107,6.830345896190909,-0.21730306477001093,960.564731700597,-216.81894312637826
